age,workclass,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,occupation_grouped,native_country_grouped
26,Local-gov,13,Never-married,Own-child,White,Male,0,0,40,<=50K,Other,United-States
46,Private,10,Divorced,Unmarried,White,Male,0,0,40,>50K,Craft-repair,United-States
33,Private,13,Separated,Not-in-family,White,Female,0,0,50,>50K,Sales,United-States
65,Without-pay,9,Married-civ-spouse,Husband,White,Male,2414,0,20,<=50K,Other,United-States
46,Private,10,Married-civ-spouse,Husband,White,Male,7688,0,40,>50K,Craft-repair,United-States
43,Local-gov,11,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Exec-managerial,United-States
35,Private,6,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
48,Private,9,Widowed,Other-relative,White,Female,0,0,48,<=50K,Other,United-States
55,Federal-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
45,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
56,Private,13,Married-civ-spouse,Husband,White,Male,4508,0,40,<=50K,Exec-managerial,United-States
59,Federal-gov,14,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Exec-managerial,United-States
56,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
21,Private,9,Never-married,Own-child,Black,Male,0,0,10,<=50K,Other-service,United-States
26,Private,7,Married-civ-spouse,Husband,White,Male,3411,0,40,<=50K,Exec-managerial,United-States
38,Private,9,Never-married,Unmarried,White,Female,0,0,40,<=50K,Other-service,United-States
48,Self-emp-inc,4,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Craft-repair,United-States
37,State-gov,14,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Prof-specialty,United-States
63,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Craft-repair,United-States
27,State-gov,9,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,0,0,38,>50K,Other,United-States
26,Private,14,Married-civ-spouse,Husband,White,Male,0,1887,40,>50K,Prof-specialty,United-States
51,Self-emp-not-inc,12,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Exec-managerial,United-States
28,Private,12,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Prof-specialty,United-States
39,Private,11,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,<=50K,Other-service,Other
35,Private,14,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Sales,United-States
65,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
54,Local-gov,11,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Other,United-States
39,Private,4,Never-married,Own-child,White,Male,0,1602,35,<=50K,Other-service,United-States
24,Private,10,Never-married,Own-child,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
36,Private,13,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,Exec-managerial,United-States
52,Private,9,Divorced,Not-in-family,White,Male,0,0,40,>50K,Craft-repair,United-States
64,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
44,Private,11,Never-married,Not-in-family,White,Male,594,0,25,<=50K,Other,United-States
47,Federal-gov,9,Separated,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
32,Private,8,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
33,Private,10,Never-married,Not-in-family,White,Female,0,0,38,<=50K,Adm-clerical,United-States
52,Private,9,Divorced,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,Other
31,Private,9,Married-civ-spouse,Wife,White,Female,0,0,18,<=50K,Sales,United-States
62,Self-emp-not-inc,9,Never-married,Unmarried,White,Female,0,0,6,<=50K,Other-service,United-States
44,Private,10,Divorced,Not-in-family,White,Male,0,0,55,<=50K,Craft-repair,United-States
28,Local-gov,9,Married-civ-spouse,Husband,White,Male,3908,0,40,<=50K,Other,United-States
68,Local-gov,14,Widowed,Unmarried,Black,Female,0,0,40,>50K,Prof-specialty,United-States
40,Federal-gov,10,Never-married,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
46,Private,4,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Other,United-States
22,Private,9,Never-married,Own-child,White,Female,0,0,40,<=50K,Machine-op-inspct,United-States
37,Self-emp-not-inc,13,Divorced,Not-in-family,White,Male,0,0,15,<=50K,Other,United-States
62,Private,14,Never-married,Not-in-family,White,Male,0,0,70,<=50K,Prof-specialty,United-States
35,Private,9,Never-married,Not-in-family,White,Male,4787,0,40,>50K,Sales,United-States
44,Private,9,Married-civ-spouse,Husband,White,Male,0,0,68,<=50K,Sales,United-States
41,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Sales,United-States
36,Local-gov,13,Divorced,Unmarried,White,Male,0,0,40,<=50K,Prof-specialty,United-States
26,Private,13,Divorced,Not-in-family,White,Female,0,0,45,<=50K,Other-service,United-States
48,Federal-gov,9,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Other,United-States
21,Private,9,Never-married,Not-in-family,White,Female,0,0,28,<=50K,Other-service,United-States
39,Private,15,Married-civ-spouse,Husband,White,Male,7688,0,40,>50K,Craft-repair,United-States
38,Private,11,Divorced,Not-in-family,White,Female,14344,0,40,>50K,Prof-specialty,United-States
56,Private,6,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,30,>50K,Sales,Other
25,Private,5,Never-married,Other-relative,White,Male,0,0,40,<=50K,Other,United-States
32,Local-gov,13,Never-married,Not-in-family,White,Female,0,0,50,<=50K,Prof-specialty,United-States
47,Private,10,Never-married,Not-in-family,White,Female,0,0,40,>50K,Adm-clerical,United-States
31,Private,13,Never-married,Not-in-family,Black,Female,14084,0,60,>50K,Prof-specialty,United-States
23,Private,11,Never-married,Own-child,White,Male,0,0,40,<=50K,Exec-managerial,United-States
41,Federal-gov,10,Divorced,Unmarried,White,Female,0,0,40,>50K,Prof-specialty,United-States
55,Self-emp-not-inc,10,Married-civ-spouse,Husband,Black,Male,0,0,25,<=50K,Exec-managerial,United-States
23,Private,10,Divorced,Unmarried,White,Female,0,0,25,<=50K,Exec-managerial,United-States
45,Private,9,Married-civ-spouse,Husband,Black,Male,7298,0,40,>50K,Adm-clerical,United-States
42,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,1485,40,<=50K,Exec-managerial,United-States
29,Private,10,Never-married,Not-in-family,White,Male,0,0,15,<=50K,Prof-specialty,United-States
36,Private,10,Divorced,Unmarried,White,Male,0,0,40,<=50K,Craft-repair,United-States
52,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,15024,0,50,>50K,Sales,United-States
46,Private,11,Divorced,Unmarried,White,Male,0,0,40,<=50K,Craft-repair,United-States
34,Private,10,Never-married,Own-child,White,Male,0,0,40,<=50K,Adm-clerical,United-States
27,State-gov,12,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Adm-clerical,Other
18,Private,9,Never-married,Own-child,White,Female,0,0,40,<=50K,Machine-op-inspct,United-States
18,Private,10,Never-married,Own-child,White,Female,0,0,24,<=50K,Other-service,United-States
42,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
36,Private,14,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Exec-managerial,United-States
52,Self-emp-inc,15,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Sales,United-States
44,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Exec-managerial,United-States
53,Private,10,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Sales,United-States
36,Private,13,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Sales,United-States
27,Private,13,Never-married,Other-relative,Asian-Pac-Islander,Male,0,0,40,<=50K,Other,United-States
52,Private,9,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Machine-op-inspct,United-States
60,Self-emp-not-inc,14,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Prof-specialty,United-States
41,Private,12,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Other,United-States
64,Self-emp-not-inc,15,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Prof-specialty,United-States
25,Private,2,Never-married,Other-relative,White,Male,0,0,25,<=50K,Other-service,Other
63,Private,4,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Other-service,Other
54,Local-gov,11,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
27,Private,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Adm-clerical,Other
63,Self-emp-not-inc,14,Married-civ-spouse,Husband,White,Male,41310,0,50,<=50K,Other,United-States
37,Private,9,Divorced,Not-in-family,White,Female,0,0,30,<=50K,Other-service,United-States
22,Private,9,Never-married,Not-in-family,White,Male,0,0,35,<=50K,Other,United-States
54,Private,6,Divorced,Unmarried,White,Female,0,0,40,<=50K,Other-service,United-States
19,Private,7,Never-married,Own-child,White,Male,0,0,25,<=50K,Other,United-States
25,Local-gov,9,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Adm-clerical,United-States
51,Local-gov,9,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Adm-clerical,United-States
47,Federal-gov,9,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Exec-managerial,United-States
44,Self-emp-not-inc,6,Never-married,Own-child,White,Male,0,0,50,<=50K,Craft-repair,United-States
57,Private,9,Widowed,Not-in-family,White,Female,0,0,57,<=50K,Prof-specialty,United-States
22,Private,10,Never-married,Own-child,White,Male,0,0,34,<=50K,Sales,United-States
36,State-gov,10,Divorced,Unmarried,Black,Female,0,0,20,<=50K,Other-service,United-States
49,Private,16,Married-civ-spouse,Husband,Other,Male,0,0,50,>50K,Prof-specialty,United-States
41,Private,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Other-service,Other
35,Private,10,Married-civ-spouse,Husband,White,Male,0,0,38,<=50K,Adm-clerical,United-States
40,Self-emp-inc,12,Divorced,Unmarried,White,Female,1506,0,40,<=50K,Sales,United-States
30,Private,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Exec-managerial,United-States
25,Private,9,Never-married,Not-in-family,White,Male,0,1504,37,<=50K,Sales,United-States
25,Private,10,Married-civ-spouse,Husband,Black,Male,0,1902,36,>50K,Adm-clerical,United-States
37,Private,14,Married-civ-spouse,Husband,White,Male,7688,0,50,>50K,Adm-clerical,United-States
53,Self-emp-not-inc,15,Divorced,Not-in-family,White,Male,0,0,60,>50K,Prof-specialty,United-States
34,Self-emp-not-inc,12,Never-married,Not-in-family,White,Female,0,0,25,<=50K,Prof-specialty,United-States
45,Private,9,Divorced,Unmarried,Black,Male,5455,0,40,<=50K,Sales,United-States
19,Private,10,Never-married,Own-child,White,Female,0,2001,40,<=50K,Adm-clerical,United-States
33,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,0,0,65,<=50K,Sales,United-States
45,State-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Adm-clerical,United-States
43,State-gov,13,Married-civ-spouse,Husband,White,Male,0,0,35,>50K,Exec-managerial,United-States
40,Private,9,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Craft-repair,United-States
41,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,75,>50K,Other,United-States
25,Private,9,Married-civ-spouse,Husband,White,Male,0,1579,40,<=50K,Craft-repair,United-States
22,Private,13,Never-married,Own-child,White,Female,0,0,32,<=50K,Adm-clerical,United-States
52,Private,10,Never-married,Unmarried,White,Male,0,0,45,<=50K,Adm-clerical,United-States
45,Federal-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Adm-clerical,Other
32,State-gov,16,Never-married,Not-in-family,White,Female,0,0,70,<=50K,Prof-specialty,United-States
24,Private,10,Divorced,Not-in-family,Black,Male,0,0,40,<=50K,Other-service,United-States
37,Private,9,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Machine-op-inspct,United-States
49,Private,9,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Other-service,United-States
43,Local-gov,14,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Prof-specialty,United-States
37,Private,15,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Prof-specialty,United-States
48,Private,9,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Other,United-States
26,Private,10,Never-married,Own-child,White,Male,2597,0,40,<=50K,Adm-clerical,United-States
35,Private,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,Craft-repair,Philippines
54,Private,6,Divorced,Not-in-family,White,Male,0,0,70,<=50K,Other-service,United-States
40,Private,13,Divorced,Not-in-family,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
51,Private,10,Separated,Not-in-family,Black,Female,0,0,40,<=50K,Exec-managerial,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Wife,Black,Female,0,0,50,<=50K,Other-service,United-States
22,Private,10,Never-married,Own-child,White,Male,0,0,8,<=50K,Sales,United-States
20,Private,9,Never-married,Own-child,White,Male,0,0,40,<=50K,Other,United-States
21,Private,7,Never-married,Unmarried,White,Male,0,0,40,<=50K,Other,United-States
43,Private,10,Divorced,Not-in-family,White,Female,0,0,44,<=50K,Adm-clerical,United-States
36,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Craft-repair,United-States
65,State-gov,9,Married-civ-spouse,Husband,White,Male,0,2174,40,>50K,Adm-clerical,United-States
48,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Machine-op-inspct,United-States
37,Private,14,Separated,Not-in-family,White,Male,27828,0,60,>50K,Exec-managerial,Other
20,Private,8,Never-married,Own-child,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
41,State-gov,9,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Exec-managerial,United-States
55,Self-emp-not-inc,5,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Craft-repair,United-States
39,Local-gov,13,Divorced,Unmarried,White,Female,0,0,40,<=50K,Prof-specialty,United-States
41,Federal-gov,10,Married-civ-spouse,Wife,White,Female,7298,0,40,>50K,Other,United-States
80,Private,11,Married-civ-spouse,Husband,White,Male,0,0,24,<=50K,Craft-repair,United-States
59,State-gov,6,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
52,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Craft-repair,United-States
39,Private,13,Married-civ-spouse,Husband,White,Male,3103,0,50,>50K,Exec-managerial,United-States
56,Self-emp-not-inc,10,Married-spouse-absent,Not-in-family,Black,Male,0,0,50,<=50K,Prof-specialty,United-States
69,Local-gov,9,Widowed,Not-in-family,Black,Female,0,0,20,<=50K,Adm-clerical,United-States
49,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Exec-managerial,United-States
33,Private,9,Married-civ-spouse,Husband,White,Male,5013,0,40,<=50K,Exec-managerial,United-States
28,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Exec-managerial,United-States
49,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
51,Local-gov,9,Married-spouse-absent,Unmarried,White,Male,0,0,40,<=50K,Other,United-States
42,Private,10,Divorced,Unmarried,White,Female,0,0,32,<=50K,Other-service,United-States
66,Private,9,Widowed,Not-in-family,White,Female,0,0,13,<=50K,Adm-clerical,United-States
44,Private,11,Separated,Other-relative,White,Male,0,0,48,>50K,Craft-repair,United-States
26,Private,9,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Sales,United-States
28,Private,6,Never-married,Not-in-family,White,Female,0,155,40,<=50K,Machine-op-inspct,United-States
52,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Craft-repair,United-States
24,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
65,Private,10,Widowed,Other-relative,White,Female,0,0,45,<=50K,Sales,United-States
36,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Craft-repair,United-States
19,Private,9,Never-married,Other-relative,White,Male,0,0,30,<=50K,Other,United-States
43,Private,10,Married-spouse-absent,Not-in-family,White,Male,0,0,45,<=50K,Sales,Mexico
39,Local-gov,14,Married-civ-spouse,Wife,White,Female,0,0,50,>50K,Prof-specialty,Other
48,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
50,Local-gov,11,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
36,Private,9,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Other-service,United-States
33,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,36,<=50K,Other-service,Other
50,Federal-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Exec-managerial,United-States
49,State-gov,14,Married-civ-spouse,Husband,White,Male,99999,0,80,>50K,Sales,United-States
70,Self-emp-inc,16,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
39,Private,9,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
44,Private,10,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
32,Private,13,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Other,United-States
40,Private,5,Never-married,Other-relative,Black,Male,0,0,49,<=50K,Craft-repair,United-States
46,Private,9,Married-civ-spouse,Husband,Black,Male,0,1902,40,>50K,Craft-repair,United-States
40,Private,13,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,7688,0,52,>50K,Other-service,Other
47,Private,7,Divorced,Own-child,White,Male,0,0,8,<=50K,Craft-repair,United-States
19,Private,9,Never-married,Not-in-family,White,Male,0,0,30,<=50K,Adm-clerical,United-States
22,Private,10,Never-married,Other-relative,White,Female,0,0,16,<=50K,Adm-clerical,United-States
20,Private,10,Never-married,Own-child,White,Female,0,0,16,<=50K,Other,United-States
46,Local-gov,13,Divorced,Not-in-family,White,Female,4787,0,25,>50K,Prof-specialty,United-States
41,Private,13,Married-civ-spouse,Husband,White,Male,0,1977,45,>50K,Prof-specialty,United-States
17,Private,6,Never-married,Own-child,Other,Female,0,0,15,<=50K,Prof-specialty,United-States
41,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Machine-op-inspct,United-States
28,Private,9,Separated,Not-in-family,White,Male,0,1974,40,<=50K,Craft-repair,United-States
44,Federal-gov,10,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Exec-managerial,United-States
26,Self-emp-not-inc,9,Never-married,Own-child,Black,Female,0,0,40,<=50K,Prof-specialty,United-States
47,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Sales,United-States
58,Federal-gov,13,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Exec-managerial,United-States
41,Private,9,Married-civ-spouse,Husband,White,Male,0,2002,60,<=50K,Craft-repair,United-States
38,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,35,>50K,Sales,United-States
33,Private,10,Never-married,Own-child,White,Male,0,0,45,<=50K,Exec-managerial,United-States
40,Private,6,Divorced,Unmarried,White,Female,0,0,40,<=50K,Machine-op-inspct,United-States
47,Local-gov,9,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Exec-managerial,United-States
41,Private,13,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Exec-managerial,United-States
38,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Other,United-States
50,Private,4,Divorced,Other-relative,White,Female,0,0,40,<=50K,Other-service,United-States
45,Private,9,Married-spouse-absent,Other-relative,Black,Male,0,0,40,<=50K,Other,United-States
34,Federal-gov,12,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Adm-clerical,United-States
65,Private,14,Divorced,Not-in-family,White,Male,0,0,28,<=50K,Sales,United-States
24,Private,7,Never-married,Own-child,White,Male,0,0,39,<=50K,Other,United-States
26,Private,13,Never-married,Other-relative,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
66,Private,13,Divorced,Unmarried,White,Female,0,0,8,<=50K,Prof-specialty,Other
43,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Prof-specialty,United-States
37,Private,13,Never-married,Other-relative,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
21,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
27,Private,14,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Machine-op-inspct,United-States
48,Private,9,Married-civ-spouse,Husband,White,Male,4386,0,45,>50K,Adm-clerical,United-States
24,Private,13,Never-married,Unmarried,White,Female,0,0,40,<=50K,Prof-specialty,United-States
53,Local-gov,9,Widowed,Not-in-family,White,Female,0,0,30,<=50K,Other-service,United-States
26,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,Other
60,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Sales,United-States
21,Private,10,Never-married,Own-child,White,Female,0,0,60,<=50K,Other-service,United-States
39,Private,3,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other-service,Mexico
45,Private,10,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Exec-managerial,United-States
76,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Craft-repair,United-States
34,Private,10,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Prof-specialty,Other
54,Private,10,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
44,Local-gov,4,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
27,Private,10,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
23,Private,8,Never-married,Own-child,Amer-Indian-Eskimo,Male,0,0,40,<=50K,Other,United-States
37,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Other,United-States
21,State-gov,10,Never-married,Own-child,White,Female,0,0,35,<=50K,Adm-clerical,United-States
37,Federal-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Adm-clerical,Other
63,Private,9,Never-married,Not-in-family,White,Male,2174,0,40,<=50K,Machine-op-inspct,United-States
35,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
41,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
50,Self-emp-not-inc,9,Divorced,Not-in-family,Asian-Pac-Islander,Female,0,0,60,<=50K,Prof-specialty,Other
26,Self-emp-inc,9,Never-married,Own-child,White,Male,0,0,50,<=50K,Sales,United-States
36,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,0,42,>50K,Other,United-States
47,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Prof-specialty,Other
51,Private,10,Divorced,Unmarried,Black,Female,0,0,50,<=50K,Exec-managerial,United-States
41,Private,9,Divorced,Not-in-family,Other,Female,0,625,40,<=50K,Adm-clerical,United-States
40,Private,15,Married-civ-spouse,Wife,White,Female,15024,0,30,>50K,Prof-specialty,United-States
32,Private,13,Married-civ-spouse,Husband,White,Male,4064,0,50,<=50K,Exec-managerial,United-States
37,Local-gov,13,Married-civ-spouse,Husband,White,Male,7298,0,40,>50K,Adm-clerical,United-States
40,Self-emp-inc,13,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Exec-managerial,United-States
56,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
28,Private,5,Married-civ-spouse,Husband,White,Male,0,0,42,<=50K,Machine-op-inspct,United-States
19,Self-emp-not-inc,7,Never-married,Own-child,White,Female,0,0,30,<=50K,Adm-clerical,United-States
42,Self-emp-not-inc,15,Divorced,Unmarried,White,Female,7430,0,44,>50K,Prof-specialty,United-States
31,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
61,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other-service,United-States
26,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Other-service,United-States
58,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Adm-clerical,United-States
35,Private,13,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,Prof-specialty,Philippines
35,Private,11,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
29,Local-gov,12,Never-married,Not-in-family,White,Male,3674,0,40,<=50K,Adm-clerical,United-States
40,Private,14,Married-civ-spouse,Husband,White,Male,7688,0,40,>50K,Prof-specialty,United-States
33,Private,13,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Sales,United-States
38,Self-emp-not-inc,10,Divorced,Unmarried,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
50,Self-emp-not-inc,11,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Other-service,United-States
66,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
33,Private,7,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Sales,United-States
55,Federal-gov,14,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Exec-managerial,United-States
36,Private,12,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
30,Private,9,Divorced,Unmarried,White,Female,0,0,32,<=50K,Other-service,United-States
29,Private,8,Never-married,Not-in-family,White,Male,0,0,42,<=50K,Exec-managerial,Other
24,Private,9,Separated,Unmarried,White,Female,0,0,48,<=50K,Sales,United-States
42,Self-emp-not-inc,10,Separated,Unmarried,Black,Female,0,0,50,<=50K,Other-service,United-States
26,Private,9,Separated,Own-child,White,Female,0,0,40,<=50K,Exec-managerial,United-States
37,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Prof-specialty,United-States
27,Private,3,Never-married,Unmarried,White,Male,0,0,48,<=50K,Other,Other
23,Private,11,Never-married,Unmarried,White,Male,0,0,50,<=50K,Craft-repair,United-States
60,Private,14,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Exec-managerial,United-States
49,Federal-gov,9,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
21,Private,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
48,Self-emp-not-inc,15,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Craft-repair,United-States
70,Self-emp-inc,5,Divorced,Not-in-family,White,Male,0,0,45,<=50K,Sales,United-States
44,Local-gov,14,Never-married,Own-child,White,Female,0,0,55,<=50K,Prof-specialty,United-States
58,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Sales,United-States
41,Private,12,Divorced,Not-in-family,Black,Female,0,0,40,<=50K,Exec-managerial,Other
54,Private,4,Divorced,Unmarried,White,Female,0,3900,40,<=50K,Machine-op-inspct,United-States
42,Self-emp-inc,14,Divorced,Unmarried,Asian-Pac-Islander,Male,0,2201,60,>50K,Exec-managerial,Other
28,Private,6,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
65,Private,7,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Other,United-States
35,Self-emp-not-inc,9,Married-civ-spouse,Other-relative,White,Male,0,0,35,<=50K,Craft-repair,Other
82,Private,3,Widowed,Unmarried,White,Male,0,0,20,<=50K,Other-service,United-States
48,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Other,United-States
44,Private,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,15024,0,40,>50K,Exec-managerial,Other
